InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV0096,P054,STARS GIFT TAPE,1,2023-05-13 00:00:00,0.74,C1016,United Kingdom
INV0096,P048,WOODLAND CHARLOTTE BAG,4,2023-05-13 00:00:00,11.76,C1016,United Kingdom
INV0097,P043,VINTAGE SNAP CARDS,4,2023-05-16 00:00:00,1.81,C1021,United Kingdom
INV0097,P062,FOLK ART STAR HANGING DECORATION,3,2023-05-16 00:00:00,2.21,C1021,United Kingdom
INV0097,P069,PINK HANGING HEART T-LIGHT HOLDER,2,2023-05-16 00:00:00,3.19,C1021,United Kingdom
INV0097,P004,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-05-16 00:00:00,3.37,C1021,United Kingdom
INV0097,P038,CHILDRENS CUTLERY CIRCUS PARADE,24,2023-05-16 00:00:00,3.75,C1021,United Kingdom
INV0097,P068,RED HANGING HEART T-LIGHT HOLDER,1,2023-05-16 00:00:00,2.63,C1021,United Kingdom
INV0097,P080,KITCHEN METAL SIGN,24,2023-05-16 00:00:00,3.37,C1021,United Kingdom
INV0098,P072,PLASTERS IN TIN WOODLAND ANIMALS,12,2023-12-17 00:00:00,1.43,C1029,United Kingdom
INV0098,P068,RED HANGING HEART T-LIGHT HOLDER,1,2023-12-17 00:00:00,3.31,C1029,United Kingdom
INV0098,P078,BATHROOM METAL SIGN,1,2023-12-17 00:00:00,3.7,C1029,United Kingdom
INV0098,P039,MINI PAINT SET VINTAGE,1,2023-12-17 00:00:00,1.39,C1029,United Kingdom
INV0098,P057,CHRISTMAS TREE STAR DECORATION,2,2023-12-17 00:00:00,1.97,C1029,United Kingdom
INV0098,P012,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,2023-12-17 00:00:00,3.76,C1029,United Kingdom
INV0098,P046,SET OF 4 KNICK KNACK TINS POPPIES,3,2023-12-17 00:00:00,8.8,C1029,United Kingdom
INV0099,P015,HOME BUILDING BLOCK WORD,1,2023-07-30 00:00:00,6.51,C1017,United Kingdom
INV0099,P070,SILVER HANGING HEART T-LIGHT HOLDER,2,2023-07-30 00:00:00,2.52,C1017,United Kingdom
INV0099,P064,FOLK ART CAT WALL PLAQUE,4,2023-07-30 00:00:00,5.24,C1017,United Kingdom
INV0099,P040,IVORY KITCHEN SCALES,2,2023-07-30 00:00:00,7.55,C1017,United Kingdom
INV0100,P047,ROUND SNACK BOXES SET OF 4 FRUITS,1,2023-02-07 00:00:00,9.57,C1042,Germany
INV0100,P079,GARDEN METAL SIGN,1,2023-02-07 00:00:00,4.1,C1042,Germany
INV0100,P054,STARS GIFT TAPE,3,2023-02-07 00:00:00,0.72,C1042,Germany
INV0100,P066,KNITTED UNION FLAG TEA COSY,1,2023-02-07 00:00:00,3.72,C1042,Germany
INV0100,P026,RETRO SPOT HEN PARTY NAPKINS,4,2023-02-07 00:00:00,0.76,C1042,Germany
INV0101,P059,BLUE RETRO NIGHT LIGHT,2,2023-07-09 00:00:00,4.12,C1015,United Kingdom
INV0101,P079,GARDEN METAL SIGN,1,2023-07-09 00:00:00,3.77,C1015,United Kingdom
INV0101,P038,CHILDRENS CUTLERY CIRCUS PARADE,2,2023-07-09 00:00:00,3.96,C1015,United Kingdom
INV0102,P039,MINI PAINT SET VINTAGE,3,2023-07-08 00:00:00,1.11,C1016,United Kingdom
INV0102,P064,FOLK ART CAT WALL PLAQUE,2,2023-07-08 00:00:00,6.03,C1016,United Kingdom
INV0102,P073,PLASTERS IN TIN SPACEBOY,1,2023-07-08 00:00:00,1.8,C1016,United Kingdom
INV0102,P043,VINTAGE SNAP CARDS,1,2023-07-08 00:00:00,2.11,C1016,United Kingdom
INV0102,P040,IVORY KITCHEN SCALES,3,2023-07-08 00:00:00,7.97,C1016,United Kingdom
INV0102,P062,FOLK ART STAR HANGING DECORATION,6,2023-07-08 00:00:00,1.91,C1016,United Kingdom
INV0103,P019,AIRLINE BAG VINTAGE JET SET WHITE,6,2023-01-09 00:00:00,4.18,C1012,Spain
INV0103,P007,ASSORTED COLOUR BIRD ORNAMENT,2,2023-01-09 00:00:00,1.76,C1012,Spain
INV0103,P038,CHILDRENS CUTLERY CIRCUS PARADE,1,2023-01-09 00:00:00,3.8,C1012,Spain
INV0103,P012,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,2023-01-09 00:00:00,3.7,C1012,Spain
INV0103,P011,IVORY KNITTED MUG COSY,1,2023-01-09 00:00:00,1.8,C1012,Spain
INV0103,P017,JAZZ HEARTS ADDRESS BOOK,2,2023-01-09 00:00:00,1.42,C1012,Spain
INV0103,P046,SET OF 4 KNICK KNACK TINS POPPIES,1,2023-01-09 00:00:00,9.57,C1012,Spain
INV0103,P076,LARGE MARSHMALLOW PINK T-LIGHT HOLDER,12,2023-01-09 00:00:00,1.3,C1012,Spain
INV0104,P053,SPOTTY BUNTING,1,2023-10-07 00:00:00,5.58,C1015,United Kingdom
INV0104,P027,SET OF 3 CAKE TINS PANTRY DESIGN,4,2023-10-07 00:00:00,7.72,C1015,United Kingdom
INV0104,P016,PARTY BUNTING,6,2023-10-07 00:00:00,5.13,C1015,United Kingdom
INV0104,P023,RECYCLED GLASS CANDLEHOLDER BIRD,2,2023-10-07 00:00:00,2.78,C1015,United Kingdom
INV0105,P055,GINGERBREAD MAN COOKIE CUTTER,3,2023-01-18 00:00:00,1.22,C1008,Germany
INV0105,P058,RED RETRO NIGHT LIGHT,1,2023-01-18 00:00:00,4.29,C1008,Germany
INV0105,P052,FUNNY ANIMAL MAGNETS PACK OF 6,4,2023-01-18 00:00:00,0.94,C1008,Germany
INV0105,P020,AIRLINE BAG VINTAGE WORLD CHAMPION,4,2023-01-18 00:00:00,4.74,C1008,Germany
INV0105,P035,BLUE FELT CRAFT TRINKET BOX,3,2023-01-18 00:00:00,2.15,C1008,Germany
INV0106,P001,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-04-18 00:00:00,3.35,C1042,Germany
INV0106,P047,ROUND SNACK BOXES SET OF 4 FRUITS,2,2023-04-18 00:00:00,11.42,C1042,Germany
INV0106,P045,VINTAGE SNAKES AND LADDERS,4,2023-04-18 00:00:00,3.48,C1042,Germany
INV0106,P008,POPPY'S PLAYHOUSE BEDROOM,1,2023-04-18 00:00:00,1.89,C1042,Germany
INV0106,P013,BOX OF VINTAGE JIGSAW BLOCKS,4,2023-04-18 00:00:00,6.55,C1042,Germany
INV0106,P031,DOORMAT HEARTS OF GLASS,3,2023-04-18 00:00:00,10.07,C1042,Germany
INV0106,P033,PINK FELT CRAFT TRINKET BOX,4,2023-04-18 00:00:00,2.1,C1042,Germany
INV0106,P032,BAKING SET 9 PIECE RETROSPOT,1,2023-04-18 00:00:00,5.66,C1042,Germany
INV0107,P072,PLASTERS IN TIN WOODLAND ANIMALS,3,2023-09-04 00:00:00,1.72,C1037,United Kingdom
INV0107,P045,VINTAGE SNAKES AND LADDERS,3,2023-09-04 00:00:00,4.05,C1037,United Kingdom
INV0107,P033,PINK FELT CRAFT TRINKET BOX,12,2023-09-04 00:00:00,1.98,C1037,United Kingdom
INV0107,P037,CHILDRENS CUTLERY SPACEBOY,6,2023-09-04 00:00:00,4.54,C1037,United Kingdom
INV0107,P036,CHILDRENS CUTLERY DOLLY GIRL,1,2023-09-04 00:00:00,4.54,C1037,United Kingdom
INV0107,P012,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2023-09-04 00:00:00,3.81,C1037,United Kingdom
INV0108,P073,PLASTERS IN TIN SPACEBOY,2,2023-01-15 00:00:00,1.51,C1017,United Kingdom
INV0108,P021,STRAWBERRY CERAMIC TRINKET BOX,2,2023-01-15 00:00:00,1.2,C1017,United Kingdom
INV0108,P056,CHRISTMAS HANGING HEART GLASS,1,2023-01-15 00:00:00,2.84,C1017,United Kingdom
INV0108,P050,PINK RETROSPOT CHARLOTTE BAG,1,2023-01-15 00:00:00,10.55,C1017,United Kingdom
INV0108,P030,LUNCH BAG CARS BLUE,6,2023-01-15 00:00:00,2.24,C1017,United Kingdom
INV0109,P050,PINK RETROSPOT CHARLOTTE BAG,1,2023-07-18 00:00:00,10.1,C1013,United Kingdom
INV0109,P053,SPOTTY BUNTING,1,2023-07-18 00:00:00,4.74,C1013,United Kingdom
INV0109,P041,EDWARDIAN PARASOL RED,3,2023-07-18 00:00:00,6.47,C1013,United Kingdom
INV0109,P077,SWEETHEART CERAMIC TRINKET BOX,1,2023-07-18 00:00:00,1.09,C1013,United Kingdom
INV0109,P002,WHITE METAL LANTERN,4,2023-07-18 00:00:00,3.28,C1013,United Kingdom
INV0109,P068,RED HANGING HEART T-LIGHT HOLDER,1,2023-07-18 00:00:00,2.92,C1013,United Kingdom
INV0109,P066,KNITTED UNION FLAG TEA COSY,12,2023-07-18 00:00:00,3.8,C1013,United Kingdom
INV0110,P031,DOORMAT HEARTS OF GLASS,1,2023-07-19 00:00:00,8.64,C1014,Germany
INV0110,P003,CREAM CUPID HEARTS COAT HANGER,1,2023-07-19 00:00:00,2.6,C1014,Germany
INV0111,P066,KNITTED UNION FLAG TEA COSY,1,2023-12-23 00:00:00,3.55,C1029,United Kingdom
INV0111,P049,RED RETROSPOT CHARLOTTE BAG,4,2023-12-23 00:00:00,11.61,C1029,United Kingdom
INV0111,P063,FOLK ART OWL HANGING DECORATION,4,2023-12-23 00:00:00,2.01,C1029,United Kingdom
INV0111,P031,DOORMAT HEARTS OF GLASS,3,2023-12-23 00:00:00,11.24,C1029,United Kingdom
INV0112,P068,RED HANGING HEART T-LIGHT HOLDER,3,2023-05-29 00:00:00,2.84,C1005,United Kingdom
INV0112,P070,SILVER HANGING HEART T-LIGHT HOLDER,1,2023-05-29 00:00:00,3.39,C1005,United Kingdom
INV0112,P012,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2023-05-29 00:00:00,4.17,C1005,United Kingdom
INV0113,P053,SPOTTY BUNTING,1,2023-11-20 00:00:00,4.23,C1021,United Kingdom
INV0113,P042,EDWARDIAN PARASOL NATURAL,4,2023-11-20 00:00:00,5.27,C1021,United Kingdom
INV0114,P061,SET OF 3 FOLK ART BIRD ORNAMENTS,1,2023-09-03 00:00:00,6.1,C1037,United Kingdom
INV0114,P012,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2023-09-03 00:00:00,3.92,C1037,United Kingdom
INV0115,P029,LUNCH BAG RED RETROSPOT,12,2023-05-31 00:00:00,2.2,C1043,United Kingdom
INV0115,P020,AIRLINE BAG VINTAGE WORLD CHAMPION,4,2023-05-31 00:00:00,4.71,C1043,United Kingdom
INV0115,P052,FUNNY ANIMAL MAGNETS PACK OF 6,1,2023-05-31 00:00:00,0.81,C1043,United Kingdom
INV0115,P043,VINTAGE SNAP CARDS,4,2023-05-31 00:00:00,2.2,C1043,United Kingdom
INV0115,P062,FOLK ART STAR HANGING DECORATION,4,2023-05-31 00:00:00,2.09,C1043,United Kingdom
INV0115,P077,SWEETHEART CERAMIC TRINKET BOX,1,2023-05-31 00:00:00,1.26,C1043,United Kingdom
INV0116,P046,SET OF 4 KNICK KNACK TINS POPPIES,1,2023-06-05 00:00:00,8.67,C1042,Germany
INV0116,P050,PINK RETROSPOT CHARLOTTE BAG,1,2023-06-05 00:00:00,11.08,C1042,Germany
INV0116,P027,SET OF 3 CAKE TINS PANTRY DESIGN,3,2023-06-05 00:00:00,6.78,C1042,Germany
INV0116,P064,FOLK ART CAT WALL PLAQUE,2,2023-06-05 00:00:00,5.58,C1042,Germany
INV0116,P015,HOME BUILDING BLOCK WORD,2,2023-06-05 00:00:00,5.25,C1042,Germany
INV0117,P008,POPPY'S PLAYHOUSE BEDROOM,24,2023-01-03 00:00:00,2.07,C1023,Belgium
INV0117,P059,BLUE RETRO NIGHT LIGHT,1,2023-01-03 00:00:00,4.7,C1023,Belgium
INV0117,P069,PINK HANGING HEART T-LIGHT HOLDER,6,2023-01-03 00:00:00,2.99,C1023,Belgium
INV0118,P013,BOX OF VINTAGE JIGSAW BLOCKS,1,2023-01-12 00:00:00,6.86,C1037,United Kingdom
INV0118,P012,BOX OF 6 ASSORTED COLOUR TEASPOONS,12,2023-01-12 00:00:00,3.98,C1037,United Kingdom
INV0118,P042,EDWARDIAN PARASOL NATURAL,1,2023-01-12 00:00:00,5.29,C1037,United Kingdom
INV0118,P043,VINTAGE SNAP CARDS,2,2023-01-12 00:00:00,1.83,C1037,United Kingdom
INV0118,P062,FOLK ART STAR HANGING DECORATION,3,2023-01-12 00:00:00,1.87,C1037,United Kingdom
INV0118,P017,JAZZ HEARTS ADDRESS BOOK,1,2023-01-12 00:00:00,1.43,C1037,United Kingdom
INV0118,P079,GARDEN METAL SIGN,1,2023-01-12 00:00:00,4.1,C1037,United Kingdom
INV0119,P078,BATHROOM METAL SIGN,1,2023-04-25 00:00:00,4.28,C1034,United Kingdom
INV0119,P038,CHILDRENS CUTLERY CIRCUS PARADE,2,2023-04-25 00:00:00,3.62,C1034,United Kingdom
INV0119,P045,VINTAGE SNAKES AND LADDERS,1,2023-04-25 00:00:00,3.95,C1034,United Kingdom
INV0119,P056,CHRISTMAS HANGING HEART GLASS,2,2023-04-25 00:00:00,3.37,C1034,United Kingdom
INV0119,P015,HOME BUILDING BLOCK WORD,4,2023-04-25 00:00:00,6.27,C1034,United Kingdom
INV0119,P060,NIGHT LIGHT STAR T-LIGHT HOLDER,6,2023-04-25 00:00:00,4.02,C1034,United Kingdom
INV0119,P044,VINTAGE DOMINOES,3,2023-04-25 00:00:00,2.63,C1034,United Kingdom
INV0119,P021,STRAWBERRY CERAMIC TRINKET BOX,2,2023-04-25 00:00:00,1.22,C1034,United Kingdom
INV0120,P008,POPPY'S PLAYHOUSE BEDROOM,4,2023-06-12 00:00:00,2.32,C1015,United Kingdom
INV0120,P045,VINTAGE SNAKES AND LADDERS,1,2023-06-12 00:00:00,4.05,C1015,United Kingdom
INV0120,P007,ASSORTED COLOUR BIRD ORNAMENT,4,2023-06-12 00:00:00,1.61,C1015,United Kingdom
INV0120,P047,ROUND SNACK BOXES SET OF 4 FRUITS,2,2023-06-12 00:00:00,10.68,C1015,United Kingdom
INV0120,P077,SWEETHEART CERAMIC TRINKET BOX,24,2023-06-12 00:00:00,1.43,C1015,United Kingdom
INV0120,P001,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-06-12 00:00:00,3.21,C1015,United Kingdom
INV0121,P063,FOLK ART OWL HANGING DECORATION,4,2023-05-20 00:00:00,2.07,C1042,Germany
INV0121,P035,BLUE FELT CRAFT TRINKET BOX,1,2023-05-20 00:00:00,1.9,C1042,Germany
INV0121,P079,GARDEN METAL SIGN,4,2023-05-20 00:00:00,3.31,C1042,Germany
INV0121,P033,PINK FELT CRAFT TRINKET BOX,2,2023-05-20 00:00:00,2.07,C1042,Germany
INV0121,P038,CHILDRENS CUTLERY CIRCUS PARADE,2,2023-05-20 00:00:00,4.28,C1042,Germany
INV0121,P078,BATHROOM METAL SIGN,6,2023-05-20 00:00:00,3.43,C1042,Germany
INV0122,P040,IVORY KITCHEN SCALES,1,2023-04-07 00:00:00,8.17,C1005,United Kingdom
INV0122,P066,KNITTED UNION FLAG TEA COSY,1,2023-04-07 00:00:00,4.2,C1005,United Kingdom
INV0122,P064,FOLK ART CAT WALL PLAQUE,3,2023-04-07 00:00:00,5.72,C1005,United Kingdom
INV0122,P022,RECYCLED GLASS CANDLEHOLDER FERN,1,2023-04-07 00:00:00,2.79,C1005,United Kingdom
INV0122,P069,PINK HANGING HEART T-LIGHT HOLDER,1,2023-04-07 00:00:00,2.8,C1005,United Kingdom
INV0122,P080,KITCHEN METAL SIGN,12,2023-04-07 00:00:00,3.37,C1005,United Kingdom
INV0122,P034,RED FELT CRAFT TRINKET BOX,1,2023-04-07 00:00:00,2.14,C1005,United Kingdom
INV0123,P053,SPOTTY BUNTING,4,2023-07-12 00:00:00,4.54,C1020,United Kingdom
INV0123,P046,SET OF 4 KNICK KNACK TINS POPPIES,4,2023-07-12 00:00:00,7.26,C1020,United Kingdom
INV0123,P074,VICTORIAN SEWING BOX LARGE,24,2023-07-12 00:00:00,12.01,C1020,United Kingdom
INV0123,P056,CHRISTMAS HANGING HEART GLASS,2,2023-07-12 00:00:00,3.4,C1020,United Kingdom
INV0123,P057,CHRISTMAS TREE STAR DECORATION,2,2023-07-12 00:00:00,2.04,C1020,United Kingdom
INV0124,P073,PLASTERS IN TIN SPACEBOY,1,2023-10-24 00:00:00,1.9,C1050,United Kingdom
INV0124,P005,HAND WARMER UNION JACK,3,2023-10-24 00:00:00,2.05,C1050,United Kingdom
INV0124,P032,BAKING SET 9 PIECE RETROSPOT,4,2023-10-24 00:00:00,5.96,C1050,United Kingdom
INV0124,P059,BLUE RETRO NIGHT LIGHT,1,2023-10-24 00:00:00,4.46,C1050,United Kingdom
INV0124,P069,PINK HANGING HEART T-LIGHT HOLDER,1,2023-10-24 00:00:00,3.36,C1050,United Kingdom
INV0124,P042,EDWARDIAN PARASOL NATURAL,1,2023-10-24 00:00:00,5.71,C1050,United Kingdom
INV0124,P078,BATHROOM METAL SIGN,2,2023-10-24 00:00:00,3.75,C1050,United Kingdom
INV0124,P055,GINGERBREAD MAN COOKIE CUTTER,3,2023-10-24 00:00:00,1.36,C1050,United Kingdom
INV0125,P071,PLASTERS IN TIN CIRCUS PARADE,2,2023-07-09 00:00:00,1.84,C1043,United Kingdom
INV0125,P080,KITCHEN METAL SIGN,3,2023-07-09 00:00:00,4.08,C1043,United Kingdom
INV0125,P077,SWEETHEART CERAMIC TRINKET BOX,1,2023-07-09 00:00:00,1.11,C1043,United Kingdom
INV0125,P037,CHILDRENS CUTLERY SPACEBOY,3,2023-07-09 00:00:00,3.72,C1043,United Kingdom
INV0125,P025,SET OF 4 PANTRY JELLY MOULDS,4,2023-07-09 00:00:00,4.25,C1043,United Kingdom
INV0126,P024,RECYCLED GLASS CANDLEHOLDER DAISY,1,2023-06-05 00:00:00,3.12,C1033,United Kingdom
INV0126,P027,SET OF 3 CAKE TINS PANTRY DESIGN,6,2023-06-05 00:00:00,8.26,C1033,United Kingdom
INV0126,P002,WHITE METAL LANTERN,4,2023-06-05 00:00:00,2.9,C1033,United Kingdom
INV0126,P007,ASSORTED COLOUR BIRD ORNAMENT,4,2023-06-05 00:00:00,1.86,C1033,United Kingdom
INV0126,P016,PARTY BUNTING,2,2023-06-05 00:00:00,4.94,C1033,United Kingdom
INV0127,P071,PLASTERS IN TIN CIRCUS PARADE,4,2023-02-15 00:00:00,1.61,C1011,United Kingdom
INV0127,P024,RECYCLED GLASS CANDLEHOLDER DAISY,6,2023-02-15 00:00:00,3.18,C1011,United Kingdom
INV0128,P033,PINK FELT CRAFT TRINKET BOX,4,2023-09-06 00:00:00,2.21,C1030,United Kingdom
INV0128,P022,RECYCLED GLASS CANDLEHOLDER FERN,12,2023-09-06 00:00:00,2.71,C1030,United Kingdom
INV0128,P040,IVORY KITCHEN SCALES,2,2023-09-06 00:00:00,8.88,C1030,United Kingdom
INV0128,P049,RED RETROSPOT CHARLOTTE BAG,3,2023-09-06 00:00:00,10.29,C1030,United Kingdom
INV0128,P004,GLASS STAR FROSTED T-LIGHT HOLDER,4,2023-09-06 00:00:00,3.47,C1030,United Kingdom
INV0128,P034,RED FELT CRAFT TRINKET BOX,3,2023-09-06 00:00:00,2.22,C1030,United Kingdom
INV0128,P061,SET OF 3 FOLK ART BIRD ORNAMENTS,24,2023-09-06 00:00:00,6.96,C1030,United Kingdom
INV0129,P038,CHILDRENS CUTLERY CIRCUS PARADE,1,2023-06-30 00:00:00,3.96,C1027,United Kingdom
INV0129,P070,SILVER HANGING HEART T-LIGHT HOLDER,24,2023-06-30 00:00:00,3.16,C1027,United Kingdom
INV0129,P048,WOODLAND CHARLOTTE BAG,2,2023-06-30 00:00:00,12.14,C1027,United Kingdom
INV0129,P055,GINGERBREAD MAN COOKIE CUTTER,1,2023-06-30 00:00:00,1.42,C1027,United Kingdom
INV0129,P027,SET OF 3 CAKE TINS PANTRY DESIGN,3,2023-06-30 00:00:00,6.79,C1027,United Kingdom
INV0129,P011,IVORY KNITTED MUG COSY,3,2023-06-30 00:00:00,1.44,C1027,United Kingdom
INV0130,P049,RED RETROSPOT CHARLOTTE BAG,12,2023-09-30 00:00:00,11.8,C1014,Germany
INV0130,P055,GINGERBREAD MAN COOKIE CUTTER,2,2023-09-30 00:00:00,1.1,C1014,Germany
INV0130,P016,PARTY BUNTING,1,2023-09-30 00:00:00,5.26,C1014,Germany
INV0131,P053,SPOTTY BUNTING,1,2023-02-14 00:00:00,5.17,C1014,Germany
INV0131,P038,CHILDRENS CUTLERY CIRCUS PARADE,12,2023-02-14 00:00:00,3.54,C1014,Germany
INV0131,P044,VINTAGE DOMINOES,3,2023-02-14 00:00:00,3.09,C1014,Germany
INV0131,P030,LUNCH BAG CARS BLUE,2,2023-02-14 00:00:00,2.22,C1014,Germany
INV0131,P035,BLUE FELT CRAFT TRINKET BOX,2,2023-02-14 00:00:00,2.2,C1014,Germany
INV0131,P033,PINK FELT CRAFT TRINKET BOX,1,2023-02-14 00:00:00,1.93,C1014,Germany
INV0131,P064,FOLK ART CAT WALL PLAQUE,3,2023-02-14 00:00:00,6.68,C1014,Germany
INV0131,P059,BLUE RETRO NIGHT LIGHT,2,2023-02-14 00:00:00,4.86,C1014,Germany
INV0132,P009,POPPY'S PLAYHOUSE KITCHEN,3,2023-02-22 00:00:00,1.88,C1029,United Kingdom
INV0132,P006,HAND WARMER RED POLKA DOT,1,2023-02-22 00:00:00,2.11,C1029,United Kingdom
INV0132,P025,SET OF 4 PANTRY JELLY MOULDS,2,2023-02-22 00:00:00,3.45,C1029,United Kingdom
INV0132,P079,GARDEN METAL SIGN,2,2023-02-22 00:00:00,3.42,C1029,United Kingdom
INV0132,P038,CHILDRENS CUTLERY CIRCUS PARADE,4,2023-02-22 00:00:00,4.52,C1029,United Kingdom
INV0132,P036,CHILDRENS CUTLERY DOLLY GIRL,4,2023-02-22 00:00:00,4.3,C1029,United Kingdom
INV0132,P029,LUNCH BAG RED RETROSPOT,3,2023-02-22 00:00:00,1.99,C1029,United Kingdom
INV0133,P034,RED FELT CRAFT TRINKET BOX,3,2023-05-08 00:00:00,1.83,C1008,Germany
INV0133,P022,RECYCLED GLASS CANDLEHOLDER FERN,2,2023-05-08 00:00:00,2.6,C1008,Germany
INV0133,P052,FUNNY ANIMAL MAGNETS PACK OF 6,2,2023-05-08 00:00:00,0.9,C1008,Germany
INV0134,P047,ROUND SNACK BOXES SET OF 4 FRUITS,3,2023-08-05 00:00:00,10.48,C1043,United Kingdom
INV0134,P075,SMALL MARSHMALLOW PINK T-LIGHT HOLDER,3,2023-08-05 00:00:00,0.81,C1043,United Kingdom
INV0134,P036,CHILDRENS CUTLERY DOLLY GIRL,3,2023-08-05 00:00:00,4.05,C1043,United Kingdom
INV0134,P013,BOX OF VINTAGE JIGSAW BLOCKS,2,2023-08-05 00:00:00,6.9,C1043,United Kingdom
INV0135,P027,SET OF 3 CAKE TINS PANTRY DESIGN,1,2023-08-31 00:00:00,7.84,C1004,United Kingdom
INV0135,P026,RETRO SPOT HEN PARTY NAPKINS,12,2023-08-31 00:00:00,0.81,C1004,United Kingdom
INV0135,P002,WHITE METAL LANTERN,1,2023-08-31 00:00:00,3.01,C1004,United Kingdom
INV0135,P065,KNITTED UNION FLAG HOT WATER BOTTLE,6,2023-08-31 00:00:00,3.38,C1004,United Kingdom
INV0135,P016,PARTY BUNTING,6,2023-08-31 00:00:00,4.3,C1004,United Kingdom
INV0135,P054,STARS GIFT TAPE,4,2023-08-31 00:00:00,0.61,C1004,United Kingdom
INV0135,P023,RECYCLED GLASS CANDLEHOLDER BIRD,1,2023-08-31 00:00:00,2.67,C1004,United Kingdom
INV0136,P003,CREAM CUPID HEARTS COAT HANGER,6,2023-07-05 00:00:00,2.8,C1005,United Kingdom
INV0136,P065,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-07-05 00:00:00,4.21,C1005,United Kingdom
INV0136,P024,RECYCLED GLASS CANDLEHOLDER DAISY,4,2023-07-05 00:00:00,2.81,C1005,United Kingdom
INV0137,P001,WHITE HANGING HEART T-LIGHT HOLDER,3,2023-03-01 00:00:00,2.78,C1043,United Kingdom
INV0137,P022,RECYCLED GLASS CANDLEHOLDER FERN,2,2023-03-01 00:00:00,2.59,C1043,United Kingdom
INV0137,P052,FUNNY ANIMAL MAGNETS PACK OF 6,4,2023-03-01 00:00:00,0.94,C1043,United Kingdom
INV0137,P004,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-03-01 00:00:00,3.71,C1043,United Kingdom
INV0137,P053,SPOTTY BUNTING,6,2023-03-01 00:00:00,4.35,C1043,United Kingdom
INV0137,P059,BLUE RETRO NIGHT LIGHT,24,2023-03-01 00:00:00,3.62,C1043,United Kingdom
INV0137,P069,PINK HANGING HEART T-LIGHT HOLDER,4,2023-03-01 00:00:00,3.0,C1043,United Kingdom
INV0137,P070,SILVER HANGING HEART T-LIGHT HOLDER,12,2023-03-01 00:00:00,2.81,C1043,United Kingdom
INV0138,P059,BLUE RETRO NIGHT LIGHT,1,2023-07-13 00:00:00,4.25,C1040,United Kingdom
INV0138,P020,AIRLINE BAG VINTAGE WORLD CHAMPION,6,2023-07-13 00:00:00,4.01,C1040,United Kingdom
INV0138,P056,CHRISTMAS HANGING HEART GLASS,2,2023-07-13 00:00:00,3.73,C1040,United Kingdom
INV0138,P055,GINGERBREAD MAN COOKIE CUTTER,2,2023-07-13 00:00:00,1.3,C1040,United Kingdom
INV0138,P069,PINK HANGING HEART T-LIGHT HOLDER,24,2023-07-13 00:00:00,2.83,C1040,United Kingdom
INV0138,P073,PLASTERS IN TIN SPACEBOY,1,2023-07-13 00:00:00,1.54,C1040,United Kingdom
INV0139,P051,ASSORTED ICE CREAM FRIDGE MAGNETS,1,2023-01-17 00:00:00,0.96,C1011,United Kingdom
INV0139,P080,KITCHEN METAL SIGN,3,2023-01-17 00:00:00,4.02,C1011,United Kingdom
INV0139,P056,CHRISTMAS HANGING HEART GLASS,2,2023-01-17 00:00:00,3.11,C1011,United Kingdom
INV0140,P011,IVORY KNITTED MUG COSY,3,2023-12-29 00:00:00,1.61,C1004,United Kingdom
INV0140,P021,STRAWBERRY CERAMIC TRINKET BOX,1,2023-12-29 00:00:00,1.39,C1004,United Kingdom
INV0140,P069,PINK HANGING HEART T-LIGHT HOLDER,24,2023-12-29 00:00:00,3.07,C1004,United Kingdom
INV0140,P014,BOX OF VINTAGE ALPHABET BLOCKS,4,2023-12-29 00:00:00,6.96,C1004,United Kingdom
INV0140,P063,FOLK ART OWL HANGING DECORATION,1,2023-12-29 00:00:00,2.36,C1004,United Kingdom
INV0141,P069,PINK HANGING HEART T-LIGHT HOLDER,1,2023-05-16 00:00:00,2.66,C1023,Belgium
INV0141,P019,AIRLINE BAG VINTAGE JET SET WHITE,3,2023-05-16 00:00:00,3.73,C1023,Belgium
INV0141,P031,DOORMAT HEARTS OF GLASS,2,2023-05-16 00:00:00,10.29,C1023,Belgium
INV0141,P001,WHITE HANGING HEART T-LIGHT HOLDER,3,2023-05-16 00:00:00,2.62,C1023,Belgium
INV0141,P005,HAND WARMER UNION JACK,2,2023-05-16 00:00:00,1.83,C1023,Belgium
INV0141,P010,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2023-05-16 00:00:00,3.71,C1023,Belgium
INV0142,P043,VINTAGE SNAP CARDS,1,2023-04-21 00:00:00,2.22,C1006,Belgium
INV0142,P070,SILVER HANGING HEART T-LIGHT HOLDER,3,2023-04-21 00:00:00,3.0,C1006,Belgium
INV0142,P003,CREAM CUPID HEARTS COAT HANGER,2,2023-04-21 00:00:00,2.64,C1006,Belgium
